"id","stat_inf_class","Modularity.Class","Label","eigen"
"https://openalex.org/W1022946631",30,5,"Democracy and Distrust",0.18873644598205
"https://openalex.org/W103431794",0,9,"International Law and Morality in the Theory of Secession",0.0232198824743113
"https://openalex.org/W104357497",33,0,"Exemplary Reasoning: Semantics, Pragmatics, and the Rational Force of Legal Argument by Analogy",0.131874373747531
"https://openalex.org/W104378995",2,5,"The Supreme Court, 1982 Term -- Foreword: Nomos and Narrative",0.0892422540617653
"https://openalex.org/W105723337",25,12,"Thirty Years On",0.153587494749758
"https://openalex.org/W106159907",21,9,"Political Obligation: A Critical Introduction",0.0566030485517668
"https://openalex.org/W107842537",19,9,"Liberalism without Perfection",0.20637149589628
"https://openalex.org/W109677913",4,5,"The Core of the Case Against Judicial Review",0.282642514415747
"https://openalex.org/W1104365280",2,7,"Eliminative Materialism, Neuroscience and the Criminal Law",0.0155034460682923
"https://openalex.org/W1152817606",5,11,"Self-expression: a deep self theory of moral responsibility",0.0105757453658275
"https://openalex.org/W1172060961",18,9,"The Sandelian Republic and the Encumbered Self",0.0553319485961465
"https://openalex.org/W127338104",26,11,"The Collapse of the Harm Principle",0.0458933141763538
"https://openalex.org/W127361949",2,7,"Violence and the Word",0.139495290285839
"https://openalex.org/W129283682",14,0,"Modelling Reasoning with Precedents in a Formal Dialogue Game",0.18541492265173
"https://openalex.org/W135169145",14,0,"Artificial Intelligence and Law: Stepping Stones to a Model of Legal Reasoning",0.0630464425666269
"https://openalex.org/W136591480",22,12,"Kant's Legal Positivism",0.12981853117754
"https://openalex.org/W138458895",4,12,"The Case of the Speluncean Explorers",0.0535435582166214
"https://openalex.org/W143717986",35,5,"Private law as an open legal order: understanding contract and tort as interactional law",0.0294535449029725
"https://openalex.org/W1450459739",0,9,"Some Confusions Concerning Collective Rights",0.0462869160283794
"https://openalex.org/W145388696",32,9,"What is Equality? Part 1: Equality of Welfare",0.170934818857826
"https://openalex.org/W1469406",19,9,"The Idea of Public Reason Revisited",0.245796582994634
"https://openalex.org/W1480951599",14,0,"Jumps and logic in the law",0.0612352378320783
"https://openalex.org/W1482768500",14,0,"The Role of Logic in Computational Models of Legal Argument: A Critical Survey",0.0582753736637557
"https://openalex.org/W1483374326",18,9,"Sovereign Virtue: The Theory and Practice of Equality",0.35878615126606
"https://openalex.org/W1484347295",14,0,"Jaap Hage, Reasoning with Rules: An Essay on Legal Reasoning and Its Underlying Logic. Law and Philosophy Library",0.0340907339774712
"https://openalex.org/W1484722677",14,0,"Argumentation Machines: New Frontiers in Argument and Computation",0.0393987519628867
"https://openalex.org/W1485501857",20,12,"Pure Theory of Law",0.351828835866099
"https://openalex.org/W1485844409",9,12,"Where Law and Morality Meet",0.117557995632337
"https://openalex.org/W1485874378",2,7,"The Idea of Private Law",0.271566869256793
"https://openalex.org/W1486267044",14,0,"The role of context in case-based legal reasoning: teleological, temporal, and procedural",0.0675472093933553
"https://openalex.org/W1487323630",22,6,"Justice, Gender, and the Politics of Multiculturalism",0.0227684359546215
"https://openalex.org/W1487379640",24,13,"A constructive framework for legal ontologies",0.0456776689082714
"https://openalex.org/W1488505771",14,0,"The New Rhetoric: A Treatise on Argumentation",0.193317463168014
"https://openalex.org/W1489372415",5,11,"Punishment and responsibility",0.277564804511385
"https://openalex.org/W1490967561",2,7,"Contract Law and Distributive Justice",0.0945800934570431
"https://openalex.org/W1491223880",4,5,"The Tempting of America: The Political Seduction of the Law",0.109558426476031
"https://openalex.org/W1491401198",33,12,"The Works of Jeremy Bentham",0.163206521734159
"https://openalex.org/W1492279571",5,11,"Forgiveness and Mercy",0.11929841272889
