X.2,X.1,item,id,display_name,ror,country_code,type,X,group
1396,3640,https://openalex.org/W1994171626,https://openalex.org/I78577930,Columbia University,https://ror.org/00hj8s172,US,education,3134,NA
1397,3641,https://openalex.org/W1998577938,https://openalex.org/I31746571,UNSW Sydney,https://ror.org/03r8z3t63,AU,education,3135,NA
1398,3643,https://openalex.org/W2007434543,https://openalex.org/I154425047,University of Alberta,https://ror.org/0160cpw27,CA,education,3137,NA
1399,3644,https://openalex.org/W1980754720,https://openalex.org/I32971472,Yale University,https://ror.org/03v76x132,US,education,3138,NA
1400,3645,https://openalex.org/W1979696643,NA,"Department of Political Science Amherst Campus, SUNY 685 Baldy Hall Buffalo, NY 14226 U.S.A.",NA,NA,NA,3139,NA
1401,3646,https://openalex.org/W2086388721,https://openalex.org/I97018004,Stanford University,https://ror.org/00f54p054,US,education,3140,NA
1402,3648,https://openalex.org/W1543941413,https://openalex.org/I201448701,University of Washington,https://ror.org/00cvxb145,US,education,3142,NA
1403,3650,https://openalex.org/W2035020930,https://openalex.org/I4210107955,Institute of Philosophy,https://ror.org/01hyg6578,CZ,facility,3144,NA
1404,3652,https://openalex.org/W1996984660,https://openalex.org/I40120149,University of Oxford,https://ror.org/052gg0110,GB,education,3146,NA
1405,3653,https://openalex.org/W2039583141,https://openalex.org/I189774192,Colorado College,https://ror.org/03tg3h819,US,education,3147,NA
1406,3654,https://openalex.org/W1999352236,NA,15 Arlington Road London NW1 7ER U.K.,NA,NA,NA,3148,NA
1407,3655,https://openalex.org/W1998235802,https://openalex.org/I98677209,University of Edinburgh,https://ror.org/01nrxwf90,GB,education,3149,NA
1408,3656,https://openalex.org/W2076483551,https://openalex.org/I100005738,Brigham Young University,https://ror.org/047rhhm47,US,education,3150,NA
1409,3657,https://openalex.org/W2008550375,https://openalex.org/I100005738,Brigham Young University,https://ror.org/047rhhm47,US,education,3151,NA
1410,3658,https://openalex.org/W2073540959,https://openalex.org/I95457486,"University of California, Berkeley",https://ror.org/01an7q238,US,education,3152,NA
1411,3659,https://openalex.org/W2034094722,https://openalex.org/I114090438,Goethe University Frankfurt,https://ror.org/04cvxnb49,DE,education,3153,NA
1412,3660,https://openalex.org/W2031771891,https://openalex.org/I114090438,Goethe University Frankfurt,https://ror.org/04cvxnb49,DE,education,3154,NA
1413,3661,https://openalex.org/W2075661987,https://openalex.org/I98677209,University of Edinburgh,https://ror.org/01nrxwf90,GB,education,3155,NA
1414,3662,https://openalex.org/W2061713190,https://openalex.org/I133731052,University of Helsinki,https://ror.org/040af2s02,FI,education,3156,NA
1415,3663,https://openalex.org/W2091091453,https://openalex.org/I9927081,Aalto University,https://ror.org/020hwjq30,FI,education,3157,NA
1416,3664,https://openalex.org/W2009064042,https://openalex.org/I24354313,University of Buenos Aires,https://ror.org/0081fs513,AR,education,3158,NA
1417,3665,https://openalex.org/W2046016562,https://openalex.org/I28407311,University of Manchester,https://ror.org/027m9bs27,GB,education,3159,NA
1418,3666,https://openalex.org/W2066958039,https://openalex.org/I57206974,New York University,https://ror.org/0190ak572,US,education,3160,NA
1419,3668,https://openalex.org/W2049489772,https://openalex.org/I133731052,University of Helsinki,https://ror.org/040af2s02,FI,education,3162,NA
1421,3671,https://openalex.org/W2077460016,NA,"University of Alicanfe Faculty of Law, Carretera de S. Vicente del Raspeig Alicante Spain",NA,NA,NA,3165,NA
1422,3673,https://openalex.org/W2012377637,https://openalex.org/I874792244,European University Institute,https://ror.org/0031wrj91,IT,education,3167,NA
1423,3680,https://openalex.org/W2034531785,https://openalex.org/I141472210,University of Alaska Fairbanks,https://ror.org/01j7nq853,US,education,3174,NA
1424,3683,https://openalex.org/W2098947076,https://openalex.org/I84470341,Catholic University of America,https://ror.org/047yk3s18,US,education,3177,NA
1425,3684,https://openalex.org/W2098947076,https://openalex.org/I47838141,Saint Louis University,https://ror.org/01p7jjy08,US,education,3178,NA
1426,3686,https://openalex.org/W2069871598,https://openalex.org/I24354313,University of Buenos Aires,https://ror.org/0081fs513,AR,education,3180,NA
1427,3688,https://openalex.org/W2095221788,https://openalex.org/I24354313,University of Buenos Aires,https://ror.org/0081fs513,AR,education,3182,NA
1428,3692,https://openalex.org/W2080730822,https://openalex.org/I67415387,Lancaster University,https://ror.org/04f2nsd36,GB,education,3186,NA
1429,3693,https://openalex.org/W2035809203,https://openalex.org/I15766117,University of Graz,https://ror.org/01faaaf77,AT,education,3187,NA
1430,3696,https://openalex.org/W2150761030,https://openalex.org/I24354313,University of Buenos Aires,https://ror.org/0081fs513,AR,education,3190,NA
1431,3699,https://openalex.org/W2066330613,https://openalex.org/I166139236,Balliol College,NA,GB,NA,3193,NA
1432,3701,https://openalex.org/W1994963083,https://openalex.org/I98677209,University of Edinburgh,https://ror.org/01nrxwf90,GB,education,3195,NA
1434,3703,https://openalex.org/W2736471105,https://openalex.org/I97018004,Stanford University,https://ror.org/00f54p054,US,education,3197,NA
1435,3704,https://openalex.org/W2105188940,https://openalex.org/I114090438,Goethe University Frankfurt,https://ror.org/04cvxnb49,DE,education,3198,NA
1436,3705,https://openalex.org/W2114549367,https://openalex.org/I154425047,University of Alberta,https://ror.org/0160cpw27,CA,education,3199,NA
1437,3706,https://openalex.org/W2080934352,https://openalex.org/I15766117,University of Graz,https://ror.org/01faaaf77,AT,education,3200,NA
1438,3708,https://openalex.org/W2120349312,https://openalex.org/I908309457,Free University of Brussels,NA,BE,NA,3202,NA
1439,3710,https://openalex.org/W2013444462,https://openalex.org/I99290277,Collège international de philosophie,NA,NA,NA,3204,NA
1440,3711,https://openalex.org/W2080932662,https://openalex.org/I204730241,University of Paris,https://ror.org/05f82e368,FR,education,3205,NA
1441,3712,https://openalex.org/W1980452550,https://openalex.org/I166139236,Balliol College,NA,GB,NA,3206,NA
1442,3714,https://openalex.org/W2087448455,https://openalex.org/I98677209,University of Edinburgh,https://ror.org/01nrxwf90,GB,education,3208,NA
1443,3715,https://openalex.org/W2083437834,https://openalex.org/I204465549,Washington University in St. Louis,https://ror.org/01yc7t268,US,education,3209,NA
1444,3719,https://openalex.org/W1996152424,https://openalex.org/I79576946,University of Pennsylvania,https://ror.org/00b30xv10,US,education,3213,NA
1445,3720,https://openalex.org/W2000075405,https://openalex.org/I154425047,University of Alberta,https://ror.org/0160cpw27,CA,education,3214,NA
1446,3725,https://openalex.org/W2165701159,https://openalex.org/I114090438,Goethe University Frankfurt,https://ror.org/04cvxnb49,DE,education,3219,NA
1447,3726,https://openalex.org/W2010849541,https://openalex.org/I205783295,Cornell University,https://ror.org/05bnh6r87,US,education,3220,NA
1448,3727,https://openalex.org/W2097562896,https://openalex.org/I874792244,European University Institute,https://ror.org/0031wrj91,IT,education,3221,NA
1449,3732,https://openalex.org/W2027940645,https://openalex.org/I180437899,University of Bremen,https://ror.org/04ers2y35,DE,education,3226,NA
1450,3735,https://openalex.org/W2071913050,NA,University of LundFaculty of Law Box 207 S‐22100 Lund Sweden,NA,NA,NA,3229,NA
1451,3736,https://openalex.org/W2051228074,NA,"10, Rue des Francs‐Bourgeois 75003 Paris France",NA,NA,NA,3230,NA
1452,3737,https://openalex.org/W2145429722,https://openalex.org/I4210107955,Institute of Philosophy,https://ror.org/01hyg6578,CZ,facility,3231,NA
1453,3738,https://openalex.org/W2092117482,https://openalex.org/I83816512,University of Genoa,https://ror.org/0107c5v14,IT,education,3232,NA
1454,3739,https://openalex.org/W2120704806,NA,Ringstr. 8b D 82319 Sternberg Germany,NA,NA,NA,3233,NA
1455,3741,https://openalex.org/W2159153064,https://openalex.org/I136199984,Harvard University,https://ror.org/03vek6s52,US,education,3235,NA
1456,3742,https://openalex.org/W2069726705,https://openalex.org/I160414472,Schott,https://ror.org/000q08p21,DE,company,3236,NA
1457,3744,https://openalex.org/W2065927539,https://openalex.org/I170897317,Duke University,https://ror.org/00py81415,US,education,3238,NA
1458,3745,https://openalex.org/W2059256876,https://openalex.org/I146416000,University of Kansas,https://ror.org/001tmjg57,US,education,3239,NA
1459,3746,https://openalex.org/W2059256876,https://openalex.org/I114832834,Tulane University,https://ror.org/04vmvtb21,US,education,3240,NA
1460,3751,https://openalex.org/W2167415912,https://openalex.org/I157417397,Bowling Green State University,https://ror.org/00ay7va13,US,education,3245,NA
1461,3753,https://openalex.org/W2026359841,https://openalex.org/I874792244,European University Institute,https://ror.org/0031wrj91,IT,education,3247,NA
1462,3754,https://openalex.org/W1991063278,https://openalex.org/I4210107955,Institute of Philosophy,https://ror.org/01hyg6578,CZ,facility,3248,NA
1463,3756,https://openalex.org/W1990383578,https://openalex.org/I91136226,University of Sheffield,https://ror.org/05krs5044,GB,education,3250,NA
1464,3757,https://openalex.org/W2042643547,NA,Katholieke Universiteit Nijmegen Fuculteit der Rechfsgeleerdheid Postbus 9049 NL 6500 KK Nijmegen The Netherlands,NA,NA,NA,3251,NA
1465,3759,https://openalex.org/W1999744835,NA,"University of Moderia Department of Legal Sciences Via dell'Università, 4 I‐42200 Modena Italy",NA,NA,NA,3253,NA
1466,3761,https://openalex.org/W2060614618,https://openalex.org/I874792244,European University Institute,https://ror.org/0031wrj91,IT,education,3255,NA
1467,3763,https://openalex.org/W2090856733,https://openalex.org/I162608824,University of Sussex,https://ror.org/00ayhx656,GB,education,3257,NA
1468,3764,https://openalex.org/W2150725949,https://openalex.org/I79238269,University of Seville,https://ror.org/03yxnpp24,ES,education,3258,NA
1469,3765,https://openalex.org/W1965513636,https://openalex.org/I99677737,Catholic University of Brussels,NA,BE,NA,3259,NA
1470,3766,https://openalex.org/W2049668020,https://openalex.org/I95674353,Université Catholique de Louvain,https://ror.org/02495e989,BE,education,3260,NA
1471,3767,https://openalex.org/W2006078335,https://openalex.org/I99464096,KU Leuven,https://ror.org/05f950310,BE,education,3261,NA
1472,3768,https://openalex.org/W2051562063,https://openalex.org/I874792244,European University Institute,https://ror.org/0031wrj91,IT,education,3262,NA
1473,3769,https://openalex.org/W2013638465,https://openalex.org/I909854389,London School of Economics and Political Science,https://ror.org/0090zs177,GB,education,3263,NA
1474,3770,https://openalex.org/W2001322492,https://openalex.org/I40120149,University of Oxford,https://ror.org/052gg0110,GB,education,3264,NA
1475,3772,https://openalex.org/W2027796469,https://openalex.org/I23923803,University of Exeter,https://ror.org/03yghzc09,GB,education,3266,NA
1476,3775,https://openalex.org/W2010706261,https://openalex.org/I55143463,University of Turin,https://ror.org/048tbm396,IT,education,3269,NA
1477,3780,https://openalex.org/W1983385454,https://openalex.org/I15766117,University of Graz,https://ror.org/01faaaf77,AT,education,3274,NA
1478,3781,https://openalex.org/W2026321424,https://openalex.org/I204730241,University of Paris,https://ror.org/05f82e368,FR,education,3275,NA
1479,3783,https://openalex.org/W2016300193,https://openalex.org/I913958620,Erasmus University Rotterdam,https://ror.org/057w15z03,NL,education,3277,NA
1480,3784,https://openalex.org/W2091203896,https://openalex.org/I874792244,European University Institute,https://ror.org/0031wrj91,IT,education,3278,NA
1481,3785,https://openalex.org/W2118224853,https://openalex.org/I205783295,Cornell University,https://ror.org/05bnh6r87,US,education,3279,NA
1482,3786,https://openalex.org/W2107856676,https://openalex.org/I876588507,Canadian Real Estate Association,NA,CA,NA,3280,NA
1483,3787,https://openalex.org/W1963546939,https://openalex.org/I195460627,University of Aberdeen,https://ror.org/016476m91,GB,education,3281,NA
1484,3788,https://openalex.org/W2024741747,https://openalex.org/I39555362,University of Warwick,https://ror.org/01a77tt86,GB,education,3282,NA
1485,3789,https://openalex.org/W1972572930,https://openalex.org/I126596746,Jagiellonian University,https://ror.org/03bqmcz70,PL,education,3283,NA
1486,3792,https://openalex.org/W1995795529,https://openalex.org/I130194489,University of Alicante,https://ror.org/05t8bcz72,ES,education,3286,NA
1487,3795,https://openalex.org/W2100217163,https://openalex.org/I197323543,Johannes Gutenberg University of Mainz,https://ror.org/023b0x485,DE,education,3289,NA
1488,3796,https://openalex.org/W2028511520,https://openalex.org/I185261750,University of Toronto,https://ror.org/03dbr7087,CA,education,3290,NA
1489,3798,https://openalex.org/W2150012395,https://openalex.org/I166139236,Balliol College,NA,GB,NA,3292,NA
1490,3799,https://openalex.org/W2089963437,https://openalex.org/I80281795,University of Otago,https://ror.org/01jmxt844,NZ,education,3293,NA
1491,3800,https://openalex.org/W1985156904,https://openalex.org/I9360294,University of Bologna,https://ror.org/01111rn36,IT,education,3294,NA
1494,3804,https://openalex.org/W1984726316,https://openalex.org/I40347166,University of Chicago,https://ror.org/024mw5h28,US,education,3298,NA
1495,3805,https://openalex.org/W1984726316,https://openalex.org/I9360294,University of Bologna,https://ror.org/01111rn36,IT,education,3299,NA
1496,3806,https://openalex.org/W2093669989,https://openalex.org/I141945490,University of British Columbia,https://ror.org/03rmrcq20,CA,education,3300,NA
1498,3808,https://openalex.org/W92136352,https://openalex.org/I126231945,Queen's University Belfast,https://ror.org/00hswnk62,GB,education,3302,NA
1499,3809,https://openalex.org/W2134226100,https://openalex.org/I31575130,School of Oriental and African Studies,https://ror.org/04vrxay34,GB,education,3303,NA
1500,3810,https://openalex.org/W2030366112,https://openalex.org/I91203450,University of Haifa,https://ror.org/02f009v59,IL,education,3304,NA
1501,3811,https://openalex.org/W2033389331,https://openalex.org/I197604219,"National Academies of Sciences, Engineering, and Medicine",https://ror.org/02eq2w707,US,government,3305,NA
1503,3813,https://openalex.org/W1989290360,https://openalex.org/I72816309,Drexel University,https://ror.org/04bdffz58,US,education,3307,NA
1504,3815,https://openalex.org/W2009157601,https://openalex.org/I165143802,University of Queensland,https://ror.org/00rqy9422,AU,education,3309,NA
1505,3816,https://openalex.org/W2004499649,https://openalex.org/I9360294,University of Bologna,https://ror.org/01111rn36,IT,education,3310,NA
1506,3819,https://openalex.org/W1999577553,https://openalex.org/I15766117,University of Graz,https://ror.org/01faaaf77,AT,education,3313,NA
1507,3820,https://openalex.org/W1541608165,https://openalex.org/I133731052,University of Helsinki,https://ror.org/040af2s02,FI,education,3314,NA
1508,3821,https://openalex.org/W1541608165,https://openalex.org/I155660961,University of Turku,https://ror.org/05vghhr25,FI,education,3315,NA
1509,3822,https://openalex.org/W1970387844,https://openalex.org/I94951947,University of Westminster,https://ror.org/04ycpbx82,GB,education,3316,NA
1510,3823,https://openalex.org/W2063219179,https://openalex.org/I91136226,University of Sheffield,https://ror.org/05krs5044,GB,education,3317,NA
1511,3824,https://openalex.org/W2063219179,https://openalex.org/I241749,University of Cambridge,https://ror.org/013meh722,GB,education,3318,NA
1512,3826,https://openalex.org/W1989904612,https://openalex.org/I36443711,Magna Graecia University,https://ror.org/0530bdk91,IT,education,3320,NA
1513,3827,https://openalex.org/W1989904612,https://openalex.org/I191240316,University of Hull,https://ror.org/04nkhwh30,GB,education,3321,NA
1514,3829,https://openalex.org/W2075086006,https://openalex.org/I180910786,University of the Republic,https://ror.org/030bbe882,UY,education,3323,NA
1515,3830,https://openalex.org/W2096762595,https://openalex.org/I132053463,Université Libre de Bruxelles,https://ror.org/01r9htc13,BE,education,3324,NA
1516,3832,https://openalex.org/W1990114913,https://openalex.org/I909854389,London School of Economics and Political Science,https://ror.org/0090zs177,GB,education,3326,NA
1517,3833,https://openalex.org/W3122760054,NA,School of Law,NA,NA,NA,3327,NA
1518,3834,https://openalex.org/W2159960228,https://openalex.org/I169335092,University of North Carolina at Greensboro,https://ror.org/04fnxsj42,US,education,3328,NA
1519,3837,https://openalex.org/W2087322582,https://openalex.org/I874792244,European University Institute,https://ror.org/0031wrj91,IT,education,3331,NA
1520,3838,https://openalex.org/W2028502863,https://openalex.org/I47838141,Saint Louis University,https://ror.org/01p7jjy08,US,education,3332,NA
1521,3839,https://openalex.org/W3125168270,https://openalex.org/I1174212,University of Southern California,https://ror.org/03taz7m60,US,education,3333,NA
1522,3840,https://openalex.org/W2040141353,https://openalex.org/I102179633,New School,https://ror.org/02tvcev59,US,education,3334,NA
1523,3841,https://openalex.org/W3121484141,https://openalex.org/I17974374,Universidade de São Paulo,https://ror.org/036rp1748,BR,education,3335,NA
1524,3842,https://openalex.org/W2171408190,https://openalex.org/I22759111,Ohio University - Lancaster,https://ror.org/03kf4rc21,US,education,3336,NA
1525,3843,https://openalex.org/W2171408190,https://openalex.org/I39694355,Hunter College,https://ror.org/00g2xk477,US,education,3337,NA
1526,3847,https://openalex.org/W2086727180,https://openalex.org/I74801974,University of Tokyo,https://ror.org/057zh3y96,JP,education,3341,NA
1527,3848,https://openalex.org/W3124827936,NA,"Fakultät Sozial– und Wirtschaftswissenschaften, Bamberg, Germany",NA,NA,NA,3342,NA
1528,3851,https://openalex.org/W3122739453,https://openalex.org/I123387679,Uppsala University,https://ror.org/048a87296,SE,education,3345,NA
1529,3852,https://openalex.org/W3121599151,https://openalex.org/I1327163397,State University of New York,https://ror.org/01q1z8k08,US,education,3346,NA
1530,3854,https://openalex.org/W3124443306,https://openalex.org/I130238516,University of Minnesota,https://ror.org/017zqws13,US,education,3348,NA
1531,3857,https://openalex.org/W2146078392,https://openalex.org/I114090438,Goethe University Frankfurt,https://ror.org/04cvxnb49,DE,education,3351,NA
1532,3858,https://openalex.org/W3122371036,https://openalex.org/I110378019,Southern Illinois University Carbondale,https://ror.org/049kefs16,US,education,3352,NA
1533,3859,https://openalex.org/W2100941829,https://openalex.org/I36443711,Magna Graecia University,https://ror.org/0530bdk91,IT,education,3353,NA
1534,3860,https://openalex.org/W2113941141,https://openalex.org/I78577930,Columbia University,https://ror.org/00hj8s172,US,education,3354,NA
1535,3861,https://openalex.org/W2141797333,NA,"Aristotle University, Faculty of Law, 54006 Thessaloniki, Greece",NA,NA,NA,3355,NA
1536,3862,https://openalex.org/W2118717622,https://openalex.org/I70931966,University of Montreal,https://ror.org/0161xgx34,CA,education,3356,NA
1537,3863,https://openalex.org/W2100359192,https://openalex.org/I99677737,Catholic University of Brussels,NA,BE,NA,3357,NA
1538,3865,https://openalex.org/W2132085351,https://openalex.org/I95220073,University of Lapland,https://ror.org/05jzt8766,FI,education,3359,NA
1539,3869,https://openalex.org/W2070648934,NA,"Department of Philosophy, FIN‐20014 Turku, Finland",NA,NA,NA,3363,NA
1540,3870,https://openalex.org/W1976812738,https://openalex.org/I132053463,Université Libre de Bruxelles,https://ror.org/01r9htc13,BE,education,3364,NA
1541,3871,https://openalex.org/W2012971748,https://openalex.org/I63966007,Massachusetts Institute of Technology,https://ror.org/042nb2s44,US,education,3365,NA
1542,3873,https://openalex.org/W2010933224,https://openalex.org/I94722563,University of Jyväskylä,https://ror.org/05n3dz165,FI,education,3367,NA
1543,3875,https://openalex.org/W2047379627,https://openalex.org/I108290504,University of Pisa,https://ror.org/03ad39j10,IT,education,3369,NA
1544,3876,https://openalex.org/W1973887379,https://openalex.org/I9360294,University of Bologna,https://ror.org/01111rn36,IT,education,3370,NA
1545,3877,https://openalex.org/W2103795120,https://openalex.org/I138689650,University of Padua,https://ror.org/00240q980,IT,education,3371,NA
1546,3879,https://openalex.org/W2043212284,NA,"Hamado‐cho, Ebina 243‐0412, Japan.",NA,NA,NA,3373,NA
1547,3881,https://openalex.org/W2017888844,https://openalex.org/I86519309,The University of Texas at Austin,https://ror.org/00hj54h04,US,education,3375,NA
1548,3882,https://openalex.org/W2090298568,https://openalex.org/I908309457,Free University of Brussels,NA,BE,NA,3376,NA
1549,3883,https://openalex.org/W2063727811,https://openalex.org/I79238269,University of Seville,https://ror.org/03yxnpp24,ES,education,3377,NA
1550,3885,https://openalex.org/W2011777759,https://openalex.org/I114090438,Goethe University Frankfurt,https://ror.org/04cvxnb49,DE,education,3379,NA
1551,3886,https://openalex.org/W2003652427,https://openalex.org/I189158943,University of Milan,https://ror.org/00wjc7c48,IT,education,3380,NA
1552,3887,https://openalex.org/W2021084244,https://openalex.org/I55143463,University of Turin,https://ror.org/048tbm396,IT,education,3381,NA
1553,3888,https://openalex.org/W2012246643,https://openalex.org/I8087733,University of Tübingen,https://ror.org/03a1kwz48,DE,education,3382,NA
1554,3889,https://openalex.org/W2054220384,https://openalex.org/I63634437,Autonomous University of Madrid,https://ror.org/01cby8j38,ES,education,3383,NA
1556,3892,https://openalex.org/W2097112853,https://openalex.org/I21370196,Aristotle University of Thessaloniki,https://ror.org/02j61yw88,GR,education,3386,NA
1557,3893,https://openalex.org/W2131585791,https://openalex.org/I129774422,University of Vienna,https://ror.org/03prydq77,AT,education,3387,NA
1558,3894,https://openalex.org/W2061055129,https://openalex.org/I20089843,Princeton University,https://ror.org/00hx57361,US,education,3388,NA
1559,3898,https://openalex.org/W1967632574,https://openalex.org/I1302830009,Ferrari,NA,IT,NA,3392,NA
1560,3899,https://openalex.org/W1967574246,https://openalex.org/I45084792,University of Florence,https://ror.org/04jr1s763,IT,education,3393,NA
1561,3900,https://openalex.org/W2143564251,https://openalex.org/I130238516,University of Minnesota,https://ror.org/017zqws13,US,education,3394,NA
1562,3901,https://openalex.org/W2099179334,https://openalex.org/I71209653,Bocconi University,https://ror.org/05crjpb27,IT,education,3395,NA
1564,3905,https://openalex.org/W3125288722,https://openalex.org/I166337079,Queen Mary University of London,https://ror.org/026zzn846,GB,education,3399,NA
1565,3906,https://openalex.org/W2009933538,NA,"Hoschschule der Künste Berlin, Postfach 12 05 44, D‐10595 Berlin, Germany",NA,NA,NA,3400,NA
1566,3907,https://openalex.org/W2913146105,https://openalex.org/I145608581,University of Miami,https://ror.org/02dgjyy92,US,education,3401,NA
1567,3908,https://openalex.org/W2122458317,https://openalex.org/I27837315,University of Michigan–Ann Arbor,https://ror.org/00jmfr291,US,education,3402,NA
1568,3909,https://openalex.org/W2000827790,https://openalex.org/I900890020,University of Palermo,https://ror.org/044k9ta02,IT,education,3403,NA
1569,3911,https://openalex.org/W1971570355,https://openalex.org/I187531555,Lund University,https://ror.org/012a77v79,SE,education,3405,NA
1570,3912,https://openalex.org/W1971570355,https://openalex.org/I123387679,Uppsala University,https://ror.org/048a87296,SE,education,3406,NA
1571,3913,https://openalex.org/W2150152198,https://openalex.org/I25217355,University of Pavia,https://ror.org/00s6t1f81,IT,education,3407,NA
1572,3914,https://openalex.org/W2084741954,https://openalex.org/I4210107955,Institute of Philosophy,https://ror.org/01hyg6578,CZ,facility,3408,NA
1573,3919,https://openalex.org/W2088513687,https://openalex.org/I83816512,University of Genoa,https://ror.org/0107c5v14,IT,education,3413,NA
1574,3920,https://openalex.org/W3123835566,https://openalex.org/I97565354,University of Lausanne,https://ror.org/019whta54,CH,education,3414,NA
1575,3924,https://openalex.org/W2144692106,https://openalex.org/I174216632,City University of New York,https://ror.org/00453a208,US,education,3418,NA
1576,3925,https://openalex.org/W1996677241,https://openalex.org/I114027177,University of North Carolina at Chapel Hill,https://ror.org/0130frc33,US,education,3419,NA
1577,3927,https://openalex.org/W2151540362,https://openalex.org/I40120149,University of Oxford,https://ror.org/052gg0110,GB,education,3421,NA
1578,3928,https://openalex.org/W2044424360,https://openalex.org/I19772626,Yeshiva University,https://ror.org/045x93337,US,education,3422,NA
1579,3929,https://openalex.org/W2083507353,https://openalex.org/I98677209,University of Edinburgh,https://ror.org/01nrxwf90,GB,education,3423,NA
1581,3934,https://openalex.org/W2012297130,https://openalex.org/I114090438,Goethe University Frankfurt,https://ror.org/04cvxnb49,DE,education,3428,NA
1582,3935,https://openalex.org/W2122495599,https://openalex.org/I129774422,University of Vienna,https://ror.org/03prydq77,AT,education,3429,NA
1583,3936,https://openalex.org/W1970909478,https://openalex.org/I129774422,University of Vienna,https://ror.org/03prydq77,AT,education,3430,NA
1584,3937,https://openalex.org/W2134216995,https://openalex.org/I149899117,Max Planck Society,https://ror.org/01hhn8329,DE,nonprofit,3431,NA
1585,3938,https://openalex.org/W2068422586,https://openalex.org/I36243813,National University of Colombia,https://ror.org/059yx9a68,CO,education,3432,NA
1586,3939,https://openalex.org/W2016458057,https://openalex.org/I32021983,Kiel University,https://ror.org/04v76ef78,DE,education,3433,NA
1587,3940,https://openalex.org/W2026983442,https://openalex.org/I36234482,University of Bristol,https://ror.org/0524sp257,GB,education,3434,NA
1589,3942,https://openalex.org/W1991973455,https://openalex.org/I201448701,University of Washington,https://ror.org/00cvxb145,US,education,3436,NA
1590,3943,https://openalex.org/W3122319971,https://openalex.org/I31746571,UNSW Sydney,https://ror.org/03r8z3t63,AU,education,3437,NA
1591,3944,https://openalex.org/W2079007919,https://openalex.org/I79238269,University of Seville,https://ror.org/03yxnpp24,ES,education,3438,NA
1592,3945,https://openalex.org/W2027599246,NA,"Domaîne, Saint‐Louis, F‐11160 Rieux‐Minervois, France.",NA,NA,NA,3439,NA
1593,3946,https://openalex.org/W2116221727,https://openalex.org/I133731052,University of Helsinki,https://ror.org/040af2s02,FI,education,3440,NA
1594,3947,https://openalex.org/W2147803988,https://openalex.org/I193700539,Tilburg University,https://ror.org/04b8v1s79,NL,education,3441,NA
1595,3948,https://openalex.org/W2038244628,https://openalex.org/I102064193,University of Siena,https://ror.org/01tevnk56,IT,education,3442,NA
1596,3949,https://openalex.org/W1970366198,https://openalex.org/I184565670,Georgetown University,https://ror.org/05vzafd60,US,education,3443,NA
1597,3950,https://openalex.org/W1977908950,https://openalex.org/I876588507,Canadian Real Estate Association,NA,CA,NA,3444,NA
1598,3951,https://openalex.org/W2042268333,https://openalex.org/I32021983,Kiel University,https://ror.org/04v76ef78,DE,education,3445,NA
1599,3953,https://openalex.org/W2154193025,https://openalex.org/I129774422,University of Vienna,https://ror.org/03prydq77,AT,education,3447,NA
1600,3954,https://openalex.org/W2038777558,https://openalex.org/I45084792,University of Florence,https://ror.org/04jr1s763,IT,education,3448,NA
1601,3955,https://openalex.org/W2055335888,https://openalex.org/I71052956,University of Reading,https://ror.org/05v62cm79,GB,education,3449,NA
1602,3956,https://openalex.org/W2084364709,https://openalex.org/I108290504,University of Pisa,https://ror.org/03ad39j10,IT,education,3450,NA
1603,3957,https://openalex.org/W1979526235,https://openalex.org/I197323543,Johannes Gutenberg University of Mainz,https://ror.org/023b0x485,DE,education,3451,NA
1606,3961,https://openalex.org/W2044351654,https://openalex.org/I110002522,University of Essex,https://ror.org/02nkf1q06,GB,education,3455,NA
1607,3962,https://openalex.org/W2146324225,https://openalex.org/I94624287,University of Twente,https://ror.org/006hf6230,NL,education,3456,NA
1608,3967,https://openalex.org/W3122692349,https://openalex.org/I11883440,James Madison University,https://ror.org/028pmsz77,US,education,3461,NA
1609,3968,https://openalex.org/W3125421216,https://openalex.org/I193700539,Tilburg University,https://ror.org/04b8v1s79,NL,education,3462,NA
1610,3972,https://openalex.org/W3123800662,https://openalex.org/I134695357,University of Talca,https://ror.org/01s4gpq44,CL,education,3466,NA
1611,3973,https://openalex.org/W2019907875,https://openalex.org/I136199984,Harvard University,https://ror.org/03vek6s52,US,education,3467,NA
1612,3974,https://openalex.org/W2142539138,https://openalex.org/I50357001,Carlos III University of Madrid,https://ror.org/03ths8210,ES,education,3468,NA
1613,3975,https://openalex.org/W2092068509,https://openalex.org/I24603500,University of Massachusetts Amherst,https://ror.org/0072zz521,US,education,3469,NA
1614,3976,https://openalex.org/W2027678023,https://openalex.org/I204465549,Washington University in St. Louis,https://ror.org/01yc7t268,US,education,3470,NA
1615,3977,https://openalex.org/W2062007231,https://openalex.org/I900890020,University of Palermo,https://ror.org/044k9ta02,IT,education,3471,NA
1616,3978,https://openalex.org/W3123075294,https://openalex.org/I129774422,University of Vienna,https://ror.org/03prydq77,AT,education,3472,NA
1617,3979,https://openalex.org/W1989762419,https://openalex.org/I205783295,Cornell University,https://ror.org/05bnh6r87,US,education,3473,NA
1618,3981,https://openalex.org/W2001890090,https://openalex.org/I200252411,University of Flensburg,https://ror.org/046e0mt33,DE,education,3475,NA
1619,3982,https://openalex.org/W2149083487,https://openalex.org/I98259816,"Birkbeck, University of London",https://ror.org/02mb95055,GB,education,3476,NA
